,user_name,screen_name,description,user_location,text,language,hashtags,media_url,source,date,time
2456,Shipping Mag,ShippingMag,Shipping Today & Yesterday - the monthly magazine for the shipping enthusiast with all the latest news and features.,United Kingdom,"RT @JuanGMata: Ferry Marin i Soler, puerto de Algeciras. 21/05/21 https://t.co/NBRPKN8d3J",es,,https://pbs.twimg.com/media/E18h8vXWQAAJbM0.jpg,Twitter for Android,2021-05-22,04:34:50
2457,Shipping Mag,ShippingMag,Shipping Today & Yesterday - the monthly magazine for the shipping enthusiast with all the latest news and features.,United Kingdom,RT @FraserG32883664: Atlantic Voyager inbound for Tilbury Docks. https://t.co/XMa4LOuePr,en,,https://pbs.twimg.com/media/E10ujZpXIAINWCz.jpg,Twitter for Android,2021-05-20,19:50:04
2458,Shipping Mag,ShippingMag,Shipping Today & Yesterday - the monthly magazine for the shipping enthusiast with all the latest news and features.,United Kingdom,"RT @JuanGMata: TTI Algeciras, muelle este, @PuertoAlgeciras. https://t.co/Upg7jrvAwU",es,,https://pbs.twimg.com/media/E1iEf23WYAUr3CW.jpg,Twitter for Android,2021-05-17,06:02:08
2459,Shipping Mag,ShippingMag,Shipping Today & Yesterday - the monthly magazine for the shipping enthusiast with all the latest news and features.,United Kingdom,RT @captainbob76: Great timing https://t.co/4CID6X6pXH,en,,https://pbs.twimg.com/media/E1Xfeu2WQAsqAaG.jpg,Twitter for Android,2021-05-15,12:34:58
2460,Shipping Mag,ShippingMag,Shipping Today & Yesterday - the monthly magazine for the shipping enthusiast with all the latest news and features.,United Kingdom,RT @portries: Tijdelijke #Suurhoffbrug vandaag aangekomen op plaats van bestemming. @Rijkswaterstaat @HavenRotterdam https://t.co/BxApHtlks3,nl,Suurhoffbrug,https://pbs.twimg.com/ext_tw_video_thumb/1392938309626781700/pu/img/JjjP8Q5xtoKkZXd6.jpg,Twitter for Android,2021-05-14,04:53:32
2461,Shipping Mag,ShippingMag,Shipping Today & Yesterday - the monthly magazine for the shipping enthusiast with all the latest news and features.,United Kingdom,RT @BShipspotting: Tugs Eric McAllister and Gramma Lee T Moran giving Mermaid Ace some help off the dock https://t.co/sFP15fOd2g,en,,https://pbs.twimg.com/media/E1TiLg4WYBA8awQ.jpg,Twitter for Android,2021-05-14,04:52:41
2462,Shipping Mag,ShippingMag,Shipping Today & Yesterday - the monthly magazine for the shipping enthusiast with all the latest news and features.,United Kingdom,RT @BShipspotting: Liberty Ship John W Brown tonight https://t.co/xNefoOuCT5,en,,https://pbs.twimg.com/media/E1JbXlTWUAYL-G5.jpg,Twitter for Android,2021-05-12,06:20:05
2463,Shipping Mag,ShippingMag,Shipping Today & Yesterday - the monthly magazine for the shipping enthusiast with all the latest news and features.,United Kingdom,"RT @BShipspotting: MSC Lilou departed Baltimore, Maryland May 1 https://t.co/XI2MQC3oAn",en,,https://pbs.twimg.com/media/E1Hh0vrWUAQRlbZ.jpg,Twitter for Android,2021-05-12,06:19:53
2464,Shipping Mag,ShippingMag,Shipping Today & Yesterday - the monthly magazine for the shipping enthusiast with all the latest news and features.,United Kingdom,"RT @AMM_Maritime: Veluwemeer Aqueduct Water Bridge in the Netherlands !!! ⚓️

📌https://t.co/ZmYkxrqVh8 https://t.co/F3qC3pf7Tg",nl,,https://pbs.twimg.com/ext_tw_video_thumb/1391753517958901766/pu/img/AkUf1oi9BNUTpZAX.jpg,Twitter for Android,2021-05-11,11:09:26
2465,Shipping Mag,ShippingMag,Shipping Today & Yesterday - the monthly magazine for the shipping enthusiast with all the latest news and features.,United Kingdom,RT @portries: Inbound world's largest containership... https://t.co/7oLZQXm0lG,en,,https://pbs.twimg.com/media/E09ah2oXMAEgmkc.jpg,Twitter for Android,2021-05-10,04:23:27
2466,Shipping Mag,ShippingMag,Shipping Today & Yesterday - the monthly magazine for the shipping enthusiast with all the latest news and features.,United Kingdom,RT @SeawayNNY: 29-April-2021 CAROLUS MAGNUS 🇧🇧 meets OAKGLEN 🇨🇦 at Wilson Hill on the St. Lawrence River https://t.co/XZOjCfdUVB,en,,https://pbs.twimg.com/media/E0fCw_vX0AI5z3s.jpg,Twitter for Android,2021-05-04,05:28:55
2467,Shipping Mag,ShippingMag,Shipping Today & Yesterday - the monthly magazine for the shipping enthusiast with all the latest news and features.,United Kingdom,RT @BShipspotting: ARC Honor came to town Saturday https://t.co/Cd7NLTuHiX,en,,https://pbs.twimg.com/media/E0difXPXIAMEuze.jpg,Twitter for Android,2021-05-03,12:40:07
2468,Shipping Mag,ShippingMag,Shipping Today & Yesterday - the monthly magazine for the shipping enthusiast with all the latest news and features.,United Kingdom,RT @shipsphotos: MONTE ALEGRE 🇸🇬 saliendo del puerto de @TM_Officiel en la tarde de hoy. https://t.co/zjxLxGu722,es,,https://pbs.twimg.com/media/E0ZnKbvWYAQ7buE.jpg,Twitter for Android,2021-05-02,18:13:44
2469,Shipping Mag,ShippingMag,Shipping Today & Yesterday - the monthly magazine for the shipping enthusiast with all the latest news and features.,United Kingdom,RT @towing_man: Bow and stern of the last ocean liner. Barzan outbound with sun setting over DP world https://t.co/oknIXfCl60,en,,https://pbs.twimg.com/media/E0SNfL0WQAETl-H.jpg,Twitter for Android,2021-05-02,12:21:06
2470,Shipping Mag,ShippingMag,Shipping Today & Yesterday - the monthly magazine for the shipping enthusiast with all the latest news and features.,United Kingdom,"RT @BShipspotting: Container ship Talos under the cranes last night in Baltimore, Maryland https://t.co/XSKUGnxrfu",en,,https://pbs.twimg.com/media/E0JKgzqWQAMwtcJ.jpg,Twitter for Android,2021-04-30,04:23:47
2471,Shipping Mag,ShippingMag,Shipping Today & Yesterday - the monthly magazine for the shipping enthusiast with all the latest news and features.,United Kingdom,"RT @JuanGMata: VLCC ""Toya"" fondeadero delta del 
@PuertoAlgeciras, 340x60m. DWT: 311393 t. https://t.co/i0IgOzdSQi",hu,,https://pbs.twimg.com/media/E0JjwnrWEAQw0DH.jpg,Twitter for Android,2021-04-30,04:23:38
2472,Shipping Mag,ShippingMag,Shipping Today & Yesterday - the monthly magazine for the shipping enthusiast with all the latest news and features.,United Kingdom,RT @JuanGMata: Maersk Cirrus  saliendo del puerto de Algeciras. https://t.co/z2lUBRCo2k,es,,https://pbs.twimg.com/media/Ez1_zaLWYAExOF4.jpg,Twitter for Android,2021-04-26,12:26:33
2473,Shipping Mag,ShippingMag,Shipping Today & Yesterday - the monthly magazine for the shipping enthusiast with all the latest news and features.,United Kingdom,"RT @captsingh: #Shipping Glimpses ⚓ 

@workingwithdave

Pilotage at Jeddah Port, Saudi Arabia 
▪︎
https://t.co/FrSuyxcTG8",tl,Shipping,https://pbs.twimg.com/ext_tw_video_thumb/1386202140893499392/pu/img/yd1EoMaB6jirD24-.jpg,Twitter for Android,2021-04-25,13:53:32
2474,Shipping Mag,ShippingMag,Shipping Today & Yesterday - the monthly magazine for the shipping enthusiast with all the latest news and features.,United Kingdom,RT @Condor_Ferries: Something new and exciting for Summer 2021... 🚢☀️ https://t.co/wDBcrNhFur,en,,https://pbs.twimg.com/media/EzrZEoOXEAI0-yE.jpg,Twitter for Android,2021-04-24,05:09:42
2475,Shipping Mag,ShippingMag,Shipping Today & Yesterday - the monthly magazine for the shipping enthusiast with all the latest news and features.,United Kingdom,"RT @GeoffreyWatson2: Three ships @DPWorldUK London Gateway today. HMM Stockholm, Maersk Montana &amp; MSC Sarah. https://t.co/8vUgq4vfvG",en,,https://pbs.twimg.com/media/EzQtDDWUcAAr0KX.jpg,Twitter for Android,2021-04-18,14:28:27
2476,Shipping Mag,ShippingMag,Shipping Today & Yesterday - the monthly magazine for the shipping enthusiast with all the latest news and features.,United Kingdom,RT @FraserG32883664: Ro-Ro Cargo Vessel Pauline transits the solar disc yesterday on the River Thames. https://t.co/w7Rlk3qNkK,en,,https://pbs.twimg.com/media/EzPSJt0VgAMjApj.jpg,Twitter for Android,2021-04-18,14:27:59
2477,Shipping Mag,ShippingMag,Shipping Today & Yesterday - the monthly magazine for the shipping enthusiast with all the latest news and features.,United Kingdom,RT @towing_man: Early morning arrival of MOL Triumph with the sun rising over Jewel of the Seas. https://t.co/xa4fnhewTz,en,,https://pbs.twimg.com/media/EzMI-KOVEAkDBhP.jpg,Twitter for Android,2021-04-17,18:52:52
2478,Shipping Mag,ShippingMag,Shipping Today & Yesterday - the monthly magazine for the shipping enthusiast with all the latest news and features.,United Kingdom,RT @BShipspotting: Tug Rising Sun https://t.co/F5NKZel9XU,tl,,https://pbs.twimg.com/media/EzICkARWEAITf5E.jpg,Twitter for Android,2021-04-17,05:36:30
2479,Shipping Mag,ShippingMag,Shipping Today & Yesterday - the monthly magazine for the shipping enthusiast with all the latest news and features.,United Kingdom,"RT @AMM_Maritime: LNG Tanker ENERGY FRONTIER assisted with Tugboats!!! ⚓️

📌https://t.co/ZmYkxrqVh8 https://t.co/0VgrUrcN5J",en,,https://pbs.twimg.com/media/Ey3mg8rXEAEwBA-.jpg,Twitter for Android,2021-04-14,05:00:57
2480,Shipping Mag,ShippingMag,Shipping Today & Yesterday - the monthly magazine for the shipping enthusiast with all the latest news and features.,United Kingdom,RT @FoweyDocks: MV Beaumotion 🇳🇱 on her way in @FoweyDocks tyvm to @traceyjane91 https://t.co/Q30CY2MwBF,sv,,https://pbs.twimg.com/media/Eyyro4LWEAA7Twy.jpg,Twitter for Android,2021-04-12,18:48:56
2481,Shipping Mag,ShippingMag,Shipping Today & Yesterday - the monthly magazine for the shipping enthusiast with all the latest news and features.,United Kingdom,"RT @BShipspotting: Star Japan came to Baltimore, Maryland on Saturday https://t.co/O37xyFsQPO",en,,https://pbs.twimg.com/media/EyxuOixXAAgJMmP.jpg,Twitter for Android,2021-04-12,18:48:47
2482,Shipping Mag,ShippingMag,Shipping Today & Yesterday - the monthly magazine for the shipping enthusiast with all the latest news and features.,United Kingdom,RT @SeawayNNY: Mighty Ships star ALGOMA EQUINOX 🇨🇦 up the St. Lawrence today at Wilson Hill #AlgomaCentral https://t.co/3FH0tjuUqP,en,AlgomaCentral,https://pbs.twimg.com/media/EypkFlOXIAU7iAR.jpg,Twitter for Android,2021-04-11,06:23:59
2483,Shipping Mag,ShippingMag,Shipping Today & Yesterday - the monthly magazine for the shipping enthusiast with all the latest news and features.,United Kingdom,"RT @AfricaUya: MOONRAY outbound 👋 #port 
#Pilot #VTS #maritime #Tarragona #shipsinpics #shipspotter #Cloud https://t.co/CzXVqkyok3",en,"port, Pilot, VTS, maritime, Tarragona, shipsinpics, shipspotter, Cloud",https://pbs.twimg.com/media/EyjUVjXWQAQzwm8.jpg,Twitter for Android,2021-04-10,10:54:54
2484,Shipping Mag,ShippingMag,Shipping Today & Yesterday - the monthly magazine for the shipping enthusiast with all the latest news and features.,United Kingdom,RT @FraserG32883664: Regain is a pugnacious looking tug frequently seen working hard on the River Thames. https://t.co/Wm2Q9TiVOf,en,,https://pbs.twimg.com/media/EydjV_UWYAAOc_q.jpg,Twitter for Android,2021-04-09,06:02:38
2485,Shipping Mag,ShippingMag,Shipping Today & Yesterday - the monthly magazine for the shipping enthusiast with all the latest news and features.,United Kingdom,RT @MaltaPilots: Port of #Marsaxlokk #Freeport - berthing #MSC Bridge. #pilotage https://t.co/BIEQaFQjCA,en,"Marsaxlokk, Freeport, MSC, pilotage",https://pbs.twimg.com/ext_tw_video_thumb/1379450051567751168/pu/img/iAdq606gf6u0-OeW.jpg,Twitter for Android,2021-04-07,07:09:44
2486,Shipping Mag,ShippingMag,Shipping Today & Yesterday - the monthly magazine for the shipping enthusiast with all the latest news and features.,United Kingdom,RT @boxshipcaptain: The captain's hair is white now..  Bosphorus Strait -Aug 2018 https://t.co/drXk9ClLt9,en,,https://pbs.twimg.com/ext_tw_video_thumb/1379325093243928580/pu/img/MCpa0nOQ3mA8Hl5g.jpg,Twitter for Android,2021-04-06,07:16:26
2487,Shipping Mag,ShippingMag,Shipping Today & Yesterday - the monthly magazine for the shipping enthusiast with all the latest news and features.,United Kingdom,RT @FraserG32883664: HSC Condor 10. https://t.co/uzINvgqzni,pt,,https://pbs.twimg.com/media/EyH3qI1WgAIeE8-.jpg,Twitter for Android,2021-04-04,11:53:38
2488,Shipping Mag,ShippingMag,Shipping Today & Yesterday - the monthly magazine for the shipping enthusiast with all the latest news and features.,United Kingdom,RT @FraserG32883664: Norwegian Jade. https://t.co/7O0rD4lcab,et,,https://pbs.twimg.com/media/EyICGEbWgAYIM0x.jpg,Twitter for Android,2021-04-04,11:53:30
2489,Shipping Mag,ShippingMag,Shipping Today & Yesterday - the monthly magazine for the shipping enthusiast with all the latest news and features.,United Kingdom,"RT @FraserG32883664: Yasmine a RO-RO Cargo ship heads into the afternoon sun, inbound for Cobelfret’s Purfleet port. https://t.co/zrkSFMI10c",en,,https://pbs.twimg.com/media/EyCuoPaWEAYpSUa.jpg,Twitter for Android,2021-04-03,13:56:03
2490,Shipping Mag,ShippingMag,Shipping Today & Yesterday - the monthly magazine for the shipping enthusiast with all the latest news and features.,United Kingdom,"RT @GaloMonge: ""NISSOS THERASSIA""..
Fondeadero Charly, Bahía de Algeciras. https://t.co/cxZlvhg0Fq",es,,https://pbs.twimg.com/media/ExzBFfOW8AMveak.jpg,Twitter for Android,2021-03-31,20:00:04
2491,Shipping Mag,ShippingMag,Shipping Today & Yesterday - the monthly magazine for the shipping enthusiast with all the latest news and features.,United Kingdom,"RT @FraserG32883664: PS Waverley, Gravesend Reach. https://t.co/xJmeMa2huD",en,,https://pbs.twimg.com/media/ExyTxkJVoAA_H3r.jpg,Twitter for Android,2021-03-31,19:59:49
2492,Shipping Mag,ShippingMag,Shipping Today & Yesterday - the monthly magazine for the shipping enthusiast with all the latest news and features.,United Kingdom,RT @SeawayNNY: ALGOMA HANSA 🇨🇦 down the windy St. Lawrence today near Upper Canada Village #AlgomaCentral https://t.co/PiZOttKSVQ,en,AlgomaCentral,https://pbs.twimg.com/media/ExqXcvcXIAAOopr.jpg,Twitter for Android,2021-03-29,17:36:12
2493,Shipping Mag,ShippingMag,Shipping Today & Yesterday - the monthly magazine for the shipping enthusiast with all the latest news and features.,United Kingdom,RT @jason_photos: @ShippingMag when the new tugs on the thames https://t.co/DfafD1peiW,en,,https://pbs.twimg.com/media/Exlemj_WQAYAYXl.jpg,Twitter for Android,2021-03-29,05:02:29
2494,Shipping Mag,ShippingMag,Shipping Today & Yesterday - the monthly magazine for the shipping enthusiast with all the latest news and features.,United Kingdom,RT @capjazar1: Last update #Evergreen #EVER_GIVEN https://t.co/KgYznoZgnV,en,"Evergreen, EVER_GIVEN",https://pbs.twimg.com/media/Exb81lQXEAIip09.jpg,Twitter for Android,2021-03-27,07:51:29
2495,Shipping Mag,ShippingMag,Shipping Today & Yesterday - the monthly magazine for the shipping enthusiast with all the latest news and features.,United Kingdom,RT @capjazar1: #Evergreen #EVER_GIVEN https://t.co/4Ac5ucwrno,und,"Evergreen, EVER_GIVEN",https://pbs.twimg.com/ext_tw_video_thumb/1375477326964736009/pu/img/1z8eAt5bSa46tsia.jpg,Twitter for Android,2021-03-26,19:30:36
2496,Shipping Mag,ShippingMag,Shipping Today & Yesterday - the monthly magazine for the shipping enthusiast with all the latest news and features.,United Kingdom,"RT @BIMCO_PS: A huge job for a small excavator...
#Suez #shipping https://t.co/oue4Q7Klvy",en,"Suez, shipping",https://pbs.twimg.com/media/ExPAt87XMAME9Xr.jpg,Twitter for Android,2021-03-24,21:57:35
2497,Shipping Mag,ShippingMag,Shipping Today & Yesterday - the monthly magazine for the shipping enthusiast with all the latest news and features.,United Kingdom,RT @RotterdamPilots: @donships1 @ShippingMag Marketing poster of the same grand old lady https://t.co/Xp3gbgFJQn,en,,https://pbs.twimg.com/media/ExMUaEnVIAIe8rt.jpg,Twitter for Android,2021-03-24,05:56:38
2498,Shipping Mag,ShippingMag,Shipping Today & Yesterday - the monthly magazine for the shipping enthusiast with all the latest news and features.,United Kingdom,RT @MaltaPilots: Spring weather at the port of #Marsaxlokk ⁦@cmacgm⁩ https://t.co/fmm2XBbzKU,en,Marsaxlokk,https://pbs.twimg.com/media/ExHFIxFWgAM6yyN.jpg,Twitter for Android,2021-03-23,06:06:00
2499,Shipping Mag,ShippingMag,Shipping Today & Yesterday - the monthly magazine for the shipping enthusiast with all the latest news and features.,United Kingdom,RT @donships1: @ShippingMag Willem Ruys in Aden https://t.co/sHzcwjz62m,nl,,https://pbs.twimg.com/media/ExE29CgW8AIrA3r.jpg,Twitter for Android,2021-03-22,19:01:43
2500,Shipping Mag,ShippingMag,Shipping Today & Yesterday - the monthly magazine for the shipping enthusiast with all the latest news and features.,United Kingdom,"RT @AMM_Maritime: Pilot Boat Approaching Ship!!! ⚓️

📌https://t.co/ZmYkxrqVh8 https://t.co/n5oh69uQFM",en,,https://pbs.twimg.com/ext_tw_video_thumb/1374030667575595008/pu/img/QbJ1w4OO-x_0ImWr.jpg,Twitter for Android,2021-03-22,19:00:57
2501,Shipping Mag,ShippingMag,Shipping Today & Yesterday - the monthly magazine for the shipping enthusiast with all the latest news and features.,United Kingdom,RT @FraserG32883664: MV Columbus. https://t.co/nSw7L1e6ce,et,,https://pbs.twimg.com/media/ExBIAswXMAcCbv1.jpg,Twitter for Android,2021-03-21,19:43:54
2502,Shipping Mag,ShippingMag,Shipping Today & Yesterday - the monthly magazine for the shipping enthusiast with all the latest news and features.,United Kingdom,RT @James_Chapman19: Robinson Bay breaking ice in the pool today https://t.co/Txtq1BTgKy,en,,https://pbs.twimg.com/media/Ew8EDYFWYAIyfmR.jpg,Twitter for Android,2021-03-20,17:32:09
2503,Shipping Mag,ShippingMag,Shipping Today & Yesterday - the monthly magazine for the shipping enthusiast with all the latest news and features.,United Kingdom,"RT @BShipspotting: USCG Walnut and RoRo Morning Lily heading to Baltimore, Maryland this past Saturday. https://t.co/KI064a0ndL",en,,https://pbs.twimg.com/media/Ew3GWvHWEAAI76H.jpg,Twitter for Android,2021-03-19,18:15:40
